,yield,reactant_smiles,solvent_smiles,base_smiles,product_smiles,id,temperature,reaction_scale,base_amount,reaction_volume,solvent_1,solvent_2,amine_molecular_weight,amine_molecular_volume,amine_surface_area,amine_ovality,amine_hardness,amine_dipole_moment,amine_electronegativity,amine_E_HOMO,amine_E_LOMO,amine_V0_frequency,amine_V0_intensity,amine_V1_frequency,amine_V1_intensity,amine_V2_frequency,amine_V2_intensity,halide_molecular_weight,halide_molecular_volume,halide_surface_area,halide_ovality,halide_hardness,halide_dipole_moment,halide_electronegativity,halide_E_HOMO,halide_E_LOMO,halide_V0_frequency,halide_V0_intensity,halide_V1_frequency,halide_V1_intensity,halide_V2_frequency,halide_V2_intensity,ligand_molecular_weight,ligand_hardness,ligand_dipole_moment,ligand_electronegativity,ligand_E_HOMO,ligand_E_LOMO,ligand_.P1_electrostatic_charge,ligand_.P1_NMR_shift,halide_.C1_electrostatic_charge,halide_.C1_NMR_shift,amine_.N1_electrostatic_charge,amine_.N1_NMR_shift,halide_.C2_electrostatic_charge,halide_.C2_NMR_shift,amine_.C1_electrostatic_charge,amine_.C1_NMR_shift
392,49.29,CN(C)C(=O)C1=CC2=C(C(=C1)C3CCCN3)OC(=CC2=O)N4CCOCC4.C1=C(C=C(C=C1F)Br)F.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CN(C)C(=O)C1=CC2=C(C(=C1)C3CCCN3C4=CC(=CC(=C4)F)F)OC(=CC2=O)N5CCOCC5,513,100.0,0.00032,3e-05,0.00318,2.25,0.73,371.4,422.51411,933.07794,0.74474,0.2052,5.4065,0.12299,-0.32818,0.08221,0.0,0.0,0.0,0.0,0.0,0.0,192.99,154.07008,315.20963,0.49291,0.231,0.2391,0.13398,-0.36497,0.09702,841.8622,86.2622,188.3076,0.1594,155.7669,0.1056,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751,0.22322,124.6624,-0.8519,184.5797,0.0,0.0,0.0,0.0
393,81.44,C1CCNCC1.CCOC(=O)C1=CC=C(C=C1)Br.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CCOC(=O)C1=CC=C(C=C1)N2CCCCC2,514,80.0,0.005,0.0075,0.0236,2.25,0.73,85.15,140.97808,211.77042,0.35136,0.28876,0.8584,0.06736,-0.35612,0.2214,0.0,0.0,0.0,0.0,0.0,0.0,229.07,243.72634,427.92941,0.49289,0.21072,2.1582,0.13639,-0.34711,0.07433,1797.591,235.564,1305.2738,635.0928,768.3503,26.9725,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744,0.0,0.0,-1.00814,169.8647,0.0,0.0,0.0,0.0
394,61.94,C1CCNCC1.CC(C)(C)OC(=O)C1=CN=C(C=C1)Br.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CC(C)(C)OC(=O)C1=CN=C(C=C1)N2CCCCC2,515,80.0,0.002,0.003,0.00976,2.25,0.73,85.15,140.97808,211.77042,0.35136,0.28876,0.8584,0.06736,-0.35612,0.2214,0.0,0.0,0.0,0.0,0.0,0.0,258.11,268.4623,494.43741,0.53396,0.21269,4.5783,0.14778,-0.36047,0.06491,1789.5844,216.6137,726.8704,6.439,774.8652,22.6617,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744,0.0,0.0,-1.00814,169.8647,0.0,0.0,0.0,0.0
395,78.22,C1COCCN1.COC(=O)C1=CC(=CC(=C1)Br)C(=O)OC.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CC1=CC=CC=C1,C(=O)([O-])[O-].[Cs+].[Cs+],COC(=O)C1=CC(=CC(=C1)N2CCOCC2)C(=O)OC,516,100.0,0.0366,0.0552,0.1,2.38,-0.36,87.12,107.93092,204.48776,0.4054,0.29452,1.5461,0.07351,-0.36804,0.22101,0.0,0.0,0.0,0.0,0.0,0.0,273.08,297.84125,522.30298,0.52632,0.20516,2.0406,0.14764,-0.3528,0.05752,1807.0709,259.5262,780.1479,0.036,758.0623,45.4746,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744,0.0,0.0,-0.93646,164.1205,0.0,0.0,0.0,0.0
396,50.17,C1COCCN1.C1=C(C=NC=C1Br)Br.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],C1COCCN1C2=CC(=CN=C2)Br,517,110.0,0.0115,0.0172,0.035,2.38,-0.36,87.12,107.93092,204.48776,0.4054,0.29452,1.5461,0.07351,-0.36804,0.22101,0.0,0.0,0.0,0.0,0.0,0.0,236.89,202.69678,297.78445,0.38784,0.22184,0.769,0.13555,-0.35739,0.08629,761.8139,74.2648,130.2918,0.0805,1105.7224,17.2439,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744,0.0,0.0,-0.93646,164.1205,0.0,0.0,0.0,0.0
397,67.64,CNCCOC.C1=C(C=NC=C1Br)Br.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],CN(CCOC)C1=CC(=CN=C1)Br,518,90.0,0.00561,0.00841,0.015,2.38,-0.36,89.14,125.77051,204.48862,0.3661,0.29293,0.9252,0.06141,-0.35434,0.23152,0.0,0.0,0.0,0.0,0.0,0.0,236.89,202.69678,297.78445,0.38784,0.22184,0.769,0.13555,-0.35739,0.08629,761.8139,74.2648,130.2918,0.0805,1105.7224,17.2439,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744,0.0,0.0,-0.86453,153.9758,0.0,0.0,0.0,0.0
398,0.0,C1=CC(=CC=C1N)S(=O)(=O)N.COC1=CC(=NC=C1)Cl.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,CN1CCCC1=O,C(=O)([O-])[O-].[Cs+].[Cs+],COC1=CC(=NC=C1)NC2=CC=C(C=C2)S(=O)(=O)N,519,150.0,0.0011,9e-05,0.002,32.2,2.38,172.21,198.83593,377.03967,0.4974,0.21738,4.7367,0.11014,-0.32752,0.10724,0.0,0.0,0.0,0.0,0.0,0.0,143.57,158.53703,315.60516,0.48422,0.23591,4.0604,0.12424,-0.36015,0.11167,624.8492,1.3497,1612.5738,147.7248,1356.3145,118.7135,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751,0.0,0.0,0.0,0.0,-0.67849,93.3339,0.0,0.0
399,41.61,C1=CC(=CC=C1N)S(=O)(=O)N.C1=CC=C(C=C1)Br.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,CC(=O)N(C)C,C(=O)([O-])[O-].[Cs+].[Cs+],C1=CC=C(C=C1)NC2=CC=C(C=C2)S(=O)(=O)N,520,130.0,0.00058,0.0007,0.0018,37.8,2.44,172.21,198.83593,377.03967,0.4974,0.21738,4.7367,0.11014,-0.32752,0.10724,0.0,0.0,0.0,0.0,0.0,0.0,157.01,133.90402,260.90005,0.44798,0.23056,1.8257,0.10435,-0.33491,0.1262,679.0804,21.4934,252.2156,0.0016,173.7674,0.2223,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751,0.04661,123.3019,0.0,0.0,0.0,0.0,0.0,0.0
400,27.52,CN(C)C(=O)C1=CC2=C(C(=C1)C3CCCN3)OC(=CC2=O)N4CCOCC4.COC1=CC(=CC=C1)Br.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CN(C)C(=O)C1=CC2=C(C(=C1)C3CCCN3C4=CC(=CC=C4)OC)OC(=CC2=O)N5CCOCC5,521,100.0,0.00035,3e-05,0.004,2.25,0.73,371.4,422.51411,933.07794,0.74474,0.2052,5.4065,0.12299,-0.32818,0.08221,0.0,0.0,0.0,0.0,0.0,0.0,187.03,173.21488,326.25162,0.47186,0.22238,1.6213,0.0992,-0.32158,0.12318,582.8871,0.3014,1294.666,180.663,1625.3084,78.0112,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751,0.0,0.0,-0.8519,184.5797,0.0,0.0,0.0,0.0
401,84.87,C1=CC=C(C=C1)N.C1=CC=C(C(=C1)[N+](=O)[O-])Br.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CC1=CC=CC=C1,C(=O)([O-])[O-].[Cs+].[Cs+],C1=CC=C(C=C1)NC2=CC=CC=C2[N+](=O)[O-],522,100.0,0.0104,0.0149,0.03,2.38,-0.36,93.13,120.73896,248.08307,0.4564,0.21509,1.9659,0.06405,-0.27914,0.15105,0.0,0.0,0.0,0.0,0.0,0.0,202.01,201.22052,349.14911,0.45696,0.19546,4.8467,0.16829,-0.36376,0.02717,1383.6096,249.6784,1663.2343,187.9495,-44.4012,0.0458,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744,-0.09643,120.4675,-1.17925,178.5423,0.0,0.0,0.68658,125.2289
402,10.63,CC1=CN(C=N1)C2=C(N=C(C=C2)N)OC.CC1=CSC(=N1)C2CN(CC3=C(O2)N=C(C=C3)Cl)C.C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4,COCCOC,C(=O)([O-])[O-].[Cs+].[Cs+],CC1=CN(C=N1)C2=C(N=C(C=C2)NC3=NC4=C(CN(CC(O4)C5=NC(=CS5)C)C)C=C3)OC,523,110.0,0.00041,0.00061,0.003,7.2,0.45,204.23,261.78014,512.961,0.56335,0.20256,5.3667,0.08964,-0.2922,0.11293,0.0,0.0,0.0,0.0,0.0,0.0,295.79,304.84225,670.91235,0.66568,0.21582,3.7674,0.11452,-0.33034,0.1013,1098.7571,104.6426,811.2132,16.9646,898.1511,17.1279,350.5,0.08518,1.0986,0.10218,-0.18736,-0.017,0.40051,315.5936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,20.42,CC1=CN(C=N1)C2=C(N=C(C=C2)N)OC.CC1=CSC(=N1)C2CN(CC3=C(O2)N=C(C=C3)Cl)C.C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4,COCCOC,C(=O)([O-])[O-].[Cs+].[Cs+],CC1=CN(C=N1)C2=C(N=C(C=C2)NC3=NC4=C(CN(CC(O4)C5=NC(=CS5)C)C)C=C3)OC,524,110.0,0.00017,0.00025,0.003,7.2,0.45,204.23,261.78014,512.961,0.56335,0.20256,5.3667,0.08964,-0.2922,0.11293,0.0,0.0,0.0,0.0,0.0,0.0,295.79,304.84225,670.91235,0.66568,0.21582,3.7674,0.11452,-0.33034,0.1013,1098.7571,104.6426,811.2132,16.9646,898.1511,17.1279,350.5,0.08518,1.0986,0.10218,-0.18736,-0.017,0.40051,315.5936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,17.85,C1COCCN1.COC(=O)C1=C(C=CC(=C1)Br)I.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,COCCOC,C(=O)([O-])[O-].[Cs+].[Cs+],COC(=O)C1=C(C=CC(=C1)Br)N2CCOCC2,525,100.0,0.00616,0.00862,0.015,7.2,0.45,87.12,107.93092,204.48776,0.4054,0.29452,1.5461,0.07351,-0.36804,0.22101,0.0,0.0,0.0,0.0,0.0,0.0,340.94,269.66124,440.87109,0.4747,0.19695,1.4487,0.13584,-0.33279,0.06111,1831.0345,46.0012,673.8542,3.4465,343.7564,7.6088,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744,0.0,0.0,-0.93646,164.1205,0.0,0.0,0.0,0.0
405,32.45,C1COCCN1.COC(=O)C1=CC(=C(C=C1)I)Br.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,COCCOC,C(=O)([O-])[O-].[Cs+].[Cs+],COC(=O)C1=CC(=C(C=C1)N2CCOCC2)Br,526,110.0,0.00581,0.0116,0.01,7.2,0.45,87.12,107.93092,204.48776,0.4054,0.29452,1.5461,0.07351,-0.36804,0.22101,0.0,0.0,0.0,0.0,0.0,0.0,340.94,212.30322,440.87109,0.55675,0.20169,1.4675,0.14184,-0.34353,0.05985,1825.3889,46.6907,674.27,9.8426,521.2828,0.6529,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744,0.0,0.0,-0.93646,164.1205,0.0,0.0,0.0,0.0
406,41.12,CN(C)C(=O)C1=CC2=C(C(=C1)C3CCCN3)OC(=CC2=O)N4CCOCC4.C1=CC(=CC(=C1)Br)F.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CN(C)C(=O)C1=CC2=C(C(=C1)C3CCCN3C4=CC(=CC=C4)F)OC(=CC2=O)N5CCOCC5,527,100.0,0.00035,3e-05,0.004,2.25,0.73,371.4,422.51411,933.07794,0.74474,0.2052,5.4065,0.12299,-0.32818,0.08221,0.0,0.0,0.0,0.0,0.0,0.0,175.0,190.13783,288.05545,0.39151,0.22868,1.5523,0.12004,-0.34872,0.10864,204.5046,0.3229,876.6031,77.7699,168.1654,0.0538,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751,-0.13107,111.0704,-0.8519,184.5797,0.0,0.0,0.0,0.0
407,35.11,CN1C=C(C=CC1=O)C2=C(N=C(C=C2)N)OC.CN1C[C@H](OC2=C(C1)C=CC(=N2)Cl)C3=CC=CC=C3.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,CCC(C)(C)[O-].[Na+],CN1C[C@H](OC2=C(C1)C=CC(=N2)NC3=NC(=C(C=C3)C4=CN(C(=O)C=C4)C)OC)C5=CC=CC=C5,528,120.0,0.00109,0.00131,0.003,2.25,0.73,231.25,270.98472,584.44202,0.62723,0.18384,6.1545,0.0836,-0.26744,0.10024,0.0,0.0,0.0,0.0,0.0,0.0,274.74,288.45068,672.65137,0.69246,0.21708,4.5738,0.11154,-0.32863,0.10554,1055.3029,129.6607,866.0913,10.3279,897.5978,16.0639,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,17.82,CN(C)CCOC1=CN=C(C=C1)N.CC1=C(N=CN=C1Cl)N2C=NC3=CC=CC=C32.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],CC1=C(N=CN=C1N2C=NC3=CC=CC=C32)NC4=NC=C(C=C4)OCCN(C)C,529,100.0,0.00097,0.00015,0.01,2.38,-0.36,181.23,260.17436,446.4537,0.49232,0.20457,2.3752,0.08629,-0.29086,0.11828,0.0,0.0,0.0,0.0,0.0,0.0,244.68,302.13882,595.04431,0.59392,0.19238,1.0769,0.12472,-0.3171,0.06766,1609.119,79.3685,664.363,4.1669,421.1222,5.0318,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,49.97,CN1C=C(C=N1)C2=C(N=C(C=C2)N)OC.CN1CC(OC2=C(C1)C=CC(=N2)Cl)CC(F)(F)F.CC(C)(C)P(C(C)(C)C)C(C)(C)C,COCCOC,C(=O)([O-])[O-].[Cs+].[Cs+],CN1CC(OC2=C(C1)C=CC(=N2)NC3=NC(=C(C=C3)C4=CN(N=C4)C)OC)CC(F)(F)F,531,120.0,0.00216,0.00022,0.02,7.2,0.45,204.23,254.20956,512.95868,0.57447,0.19523,2.8798,0.07348,-0.26871,0.12175,0.0,0.0,0.0,0.0,0.0,0.0,280.67,302.24178,608.86255,0.60757,0.22421,6.3437,0.12301,-0.34723,0.1012,1086.8864,85.3674,619.6708,17.4273,1051.5657,17.576,202.32,0.11009,1.06,0.06294,-0.17302,0.04715,0.34994,314.0329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,85.35,CN1C=C(C=N1)C2=C(N=C(C=C2)N)OC.CN1CC(OC2=C(C1)C=CC(=N2)Cl)CC(F)(F)F.CC(C)(C)P(C(C)(C)C)C(C)(C)C,COCCOC,C(=O)([O-])[O-].[Cs+].[Cs+],CN1CC(OC2=C(C1)C=CC(=N2)NC3=NC(=C(C=C3)C4=CN(N=C4)C)OC)CC(F)(F)F,533,100.0,9e-05,1e-05,0.002,7.2,0.45,204.23,254.20956,512.95868,0.57447,0.19523,2.8798,0.07348,-0.26871,0.12175,0.0,0.0,0.0,0.0,0.0,0.0,280.67,302.24178,608.86255,0.60757,0.22421,6.3437,0.12301,-0.34723,0.1012,1086.8864,85.3674,619.6708,17.4273,1051.5657,17.576,202.32,0.11009,1.06,0.06294,-0.17302,0.04715,0.34994,314.0329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,33.89,CN1C=C(C=N1)C2=C(N=C(C=C2)N)OC.CN1CC(OC2=C(C1)C=CC(=N2)Cl)CC(F)(F)F.C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4,COCCOC,C(=O)([O-])[O-].[Cs+].[Cs+],CN1CC(OC2=C(C1)C=CC(=N2)NC3=NC(=C(C=C3)C4=CN(N=C4)C)OC)CC(F)(F)F,535,100.0,0.00067,0.00101,0.003,7.2,0.45,204.23,254.20956,512.95868,0.57447,0.19523,2.8798,0.07348,-0.26871,0.12175,0.0,0.0,0.0,0.0,0.0,0.0,280.67,302.24178,608.86255,0.60757,0.22421,6.3437,0.12301,-0.34723,0.1012,1086.8864,85.3674,619.6708,17.4273,1051.5657,17.576,350.5,0.08518,1.0986,0.10218,-0.18736,-0.017,0.40051,315.5936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,36.71,CN1C=C(C=N1)C2=C(N=C(C=C2)N)OC.CN1CC(OC2=C(C1)C=CC(=N2)Cl)CC(F)(F)F.C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4,COCCOC,C(=O)([O-])[O-].[Cs+].[Cs+],CN1CC(OC2=C(C1)C=CC(=N2)NC3=NC(=C(C=C3)C4=CN(N=C4)C)OC)CC(F)(F)F,537,100.0,0.00121,0.00182,0.005,7.2,0.45,204.23,254.20956,512.95868,0.57447,0.19523,2.8798,0.07348,-0.26871,0.12175,0.0,0.0,0.0,0.0,0.0,0.0,280.67,302.24178,608.86255,0.60757,0.22421,6.3437,0.12301,-0.34723,0.1012,1086.8864,85.3674,619.6708,17.4273,1051.5657,17.576,350.5,0.08518,1.0986,0.10218,-0.18736,-0.017,0.40051,315.5936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,73.35,CN1C=C(C=N1)C2=C(N=C(C=C2)N)OC.CC1C(OC2=C(CN1C)C=CC(=N2)Cl)C3=NC(=CS3)C.C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4,COCCOC,C(=O)([O-])[O-].[Cs+].[Cs+],CC1C(OC2=C(CN1C)C=CC(=N2)NC3=NC(=C(C=C3)C4=CN(N=C4)C)OC)C5=NC(=CS5)C,539,110.0,0.00042,0.00063,0.003,7.2,0.45,204.23,254.20956,512.95868,0.57447,0.19523,2.8798,0.07348,-0.26871,0.12175,0.0,0.0,0.0,0.0,0.0,0.0,309.8,318.31783,707.21942,0.68176,0.21272,3.1075,0.11456,-0.32728,0.09816,279.4303,1.9395,926.8739,45.0054,799.1553,19.4559,350.5,0.08518,1.0986,0.10218,-0.18736,-0.017,0.40051,315.5936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,78.55,COC(=O)C1=CC2=C(C(=C1)C3CCCN3)OC(=CC2=O)N4CCOCC4.C1=CC(=CC(=C1)Br)F.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],COC(=O)C1=CC2=C(C(=C1)C3CCCN3C4=CC(=CC=C4)F)OC(=CC2=O)N5CCOCC5,540,100.0,0.00034,3e-05,0.00333,2.25,0.73,358.4,461.04782,895.59613,0.67442,0.20572,4.9971,0.12281,-0.32853,0.08291,0.0,0.0,0.0,0.0,0.0,0.0,175.0,190.13783,288.05545,0.39151,0.22868,1.5523,0.12004,-0.34872,0.10864,204.5046,0.3229,876.6031,77.7699,168.1654,0.0538,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751,-0.13107,111.0704,-0.80493,183.5314,0.0,0.0,0.0,0.0
415,79.91,C1COCCN1.COC1=C(C=C(C(=C1)Cl)C(=O)OC)Br.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CC1=CC=CC=C1,C(=O)([O-])[O-].[Cs+].[Cs+],COC1=C(C=C(C(=C1)Cl)C(=O)OC)N2CCOCC2,541,100.0,0.00894,0.00036,0.015,2.38,-0.36,87.12,107.93092,204.48776,0.4054,0.29452,1.5461,0.07351,-0.36804,0.22101,0.0,0.0,0.0,0.0,0.0,0.0,279.51,234.6546,495.4332,0.58526,0.20692,2.6564,0.1402,-0.34713,0.06672,1815.8348,224.2453,775.6036,12.6352,379.3363,7.0186,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744,0.0,0.0,-0.93646,164.1205,0.0,0.0,0.0,0.0
416,54.38,C1COCCN1.COC1=C(C=C(C(=C1)Cl)C(=O)OC)Br.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CC1=CC=CC=C1,C(=O)([O-])[O-].[Cs+].[Cs+],COC1=C(C=C(C(=C1)Cl)C(=O)OC)N2CCOCC2,542,100.0,0.00532,0.00021,0.01,2.38,-0.36,87.12,107.93092,204.48776,0.4054,0.29452,1.5461,0.07351,-0.36804,0.22101,0.0,0.0,0.0,0.0,0.0,0.0,279.51,234.6546,495.4332,0.58526,0.20692,2.6564,0.1402,-0.34713,0.06672,1815.8348,224.2453,775.6036,12.6352,379.3363,7.0186,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744,0.0,0.0,-0.93646,164.1205,0.0,0.0,0.0,0.0
417,78.74,C1COCCN1.COC1=C(C=C(C(=C1)Cl)C(=O)OC)Br.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CC1=CC=CC=C1,C(=O)([O-])[O-].[Cs+].[Cs+],COC1=C(C=C(C(=C1)Cl)C(=O)OC)N2CCOCC2,543,100.0,0.00829,0.00033,0.03,2.38,-0.36,87.12,107.93092,204.48776,0.4054,0.29452,1.5461,0.07351,-0.36804,0.22101,0.0,0.0,0.0,0.0,0.0,0.0,279.51,234.6546,495.4332,0.58526,0.20692,2.6564,0.1402,-0.34713,0.06672,1815.8348,224.2453,775.6036,12.6352,379.3363,7.0186,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744,0.0,0.0,-0.93646,164.1205,0.0,0.0,0.0,0.0
418,0.0,C1=CC2=C(C=NN2C=C1)C3=NC(=NC=C3Cl)N.COC1=C(C=C(C=C1)[N+](=O)[O-])Br.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],COC1=C(C=C(C=C1)[N+](=O)[O-])NC2=NC=C(C(=N2)C3=C4C=CC=CN4N=C3)Cl,544,150.0,0.00013,0.00017,0.002,2.25,0.73,245.67,249.1448,588.93231,0.66847,0.1775,4.0595,0.10955,-0.28705,0.06795,0.0,0.0,0.0,0.0,0.0,0.0,232.03,171.98439,414.49698,0.60234,0.19634,4.4903,0.1704,-0.36674,0.02594,1396.4478,350.1471,1663.6064,97.6554,53.7158,0.0865,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,0.0,C1=CC2=C(C=NN2C=C1)C3=NC(=NC=C3Cl)N.COC1=C(C=C(C=C1)[N+](=O)[O-])Br.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],COC1=C(C=C(C=C1)[N+](=O)[O-])NC2=NC=C(C(=N2)C3=C4C=CC=CN4N=C3)Cl,545,150.0,0.00013,0.00017,0.002,2.25,0.73,245.67,249.1448,588.93231,0.66847,0.1775,4.0595,0.10955,-0.28705,0.06795,0.0,0.0,0.0,0.0,0.0,0.0,232.03,171.98439,414.49698,0.60234,0.19634,4.4903,0.1704,-0.36674,0.02594,1396.4478,350.1471,1663.6064,97.6554,53.7158,0.0865,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
